Accession	Length	Family	species	Genus	Host_range_isolates	Host_range_taxon	Database
SRR10479840_141_615126_round347~3540200	NA	NA	NA	NA	NA	NA	mMGE
k141_86870_round1256~4671666	NA	NA	NA	NA	NA	NA	mMGE
k141_18557_round8-12~4750980	NA	NA	NA	NA	NA	NA	mMGE
uvig_541383	18818	NA	NA	NA	GCA_003467845,GCA_003475805,GCA_003466285,GCA_003437905,20298_2#6,14207_7#39,GCA_003437645,GCA_003435045	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Hungatella/Hungatella hathewayi_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Hungatella/Hungatella hathewayi_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Hungatella/Hungatella hathewayi_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Hungatella/Hungatella hathewayi_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Hungatella/Hungatella hathewayi_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Hungatella/Hungatella hathewayi,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Hungatella/Hungatella hathewayi_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Hungatella/Hungatella hathewayi_A	GPD
uvig_94436	10825	Podoviridae	NA	NA	12718_7#44,8080_1#85,GCF_000189615	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_Q/Clostridium_Q symbiosum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_Q/Clostridium_Q symbiosum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_Q/Clostridium_Q symbiosum	GPD
uvig_211716	22357	NA	NA	NA	GCF_000154505	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea scindens	GPD
uvig_300023	21268	NA	NA	NA	NA	NA	GPD
uvig_144287	55391	NA	NA	NA	GCA_003481325,GCA_003477845,14207_7#9	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/TF01-11/GCF_001414325.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/TF01-11/GCF_001414325.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira rogosae	GPD
uvig_376892	50461	NA	NA	NA	NA	NA	GPD
ERR2641507_141_175728_round8-12~802294	NA	NA	NA	NA	NA	NA	mMGE
k141_71432_round14~730431	NA	NA	NA	NA	NA	NA	mMGE
SRR5091591_141_14894_round347~3229761	NA	NA	NA	NA	NA	NA	mMGE
uvig_292085	40670	NA	NA	NA	GCF_000158075,GCA_003466005	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/GCF_000509045.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/GCF_000509045.1	GPD
k99_76561_round8-12~173217	NA	NA	NA	NA	NA	NA	mMGE
k141_35878_round13~7809941	NA	NA	NA	NA	NA	NA	mMGE
uvig_282787	11974	Podoviridae	NA	NA	GCA_003461905,GCA_003481115,GCA_003477965,GCA_003462445,GCF_000752095,GCA_003462305,GCA_003478385	Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2	GPD
ERR479015_99_48445_round347~4073560	NA	NA	NA	NA	NA	NA	mMGE
k119_60455_round1256~44104	NA	NA	NA	NA	NA	NA	mMGE
k141_204_round347~4809188	NA	NA	NA	NA	NA	NA	mMGE
k141_60195_round13~1413977	NA	NA	NA	NA	NA	NA	mMGE
uvig_318666	86591	NA	NA	NA	NA	NA	GPD
SRR935358_119_2850_round1256~346428	NA	NA	NA	NA	NA	NA	mMGE
SRR8506104_141_155952_round8-12~2114903	NA	NA	NA	NA	NA	NA	mMGE
k141_432461_round13~3172167	NA	NA	NA	NA	NA	NA	mMGE
uvig_419235	44404	Myoviridae	NA	NA	GCF_000186505	Proteobacteria/Gammaproteobacteria/Betaproteobacteriales/Burkholderiaceae/Sutterella/Sutterella wadsworthensis	GPD
uvig_243413	11830	Podoviridae	NA	NA	NA	NA	GPD
k141_248_round8-12~3665726	NA	NA	NA	NA	NA	NA	mMGE
uvig_423529	43517	NA	NA	NA	GCA_003464845	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudolongum_A	GPD
k141_1288312_round14~2918579	NA	NA	NA	NA	NA	NA	mMGE
uvig_541269	13038	Podoviridae	NA	NA	NA	NA	GPD
uvig_240390	47807	NA	NA	NA	GCA_003438285,GCA_003480945,GCA_003479465,GCA_003478645,14207_7#49,GCA_003478905,GCA_003477715	Firmicutes/Clostridia/Oscillospirales/Butyricicoccaceae/Agathobaculum/Agathobaculum sp1,Firmicutes/Clostridia/Oscillospirales/Butyricicoccaceae/Agathobaculum/Agathobaculum sp1,Firmicutes/Clostridia/Oscillospirales/Butyricicoccaceae/Agathobaculum/Agathobaculum sp1,Firmicutes/Clostridia/Oscillospirales/Butyricicoccaceae/Agathobaculum/Agathobaculum sp1,Firmicutes/Clostridia/Oscillospirales/Butyricicoccaceae/Agathobaculum/Agathobaculum sp1,Firmicutes/Clostridia/Oscillospirales/Butyricicoccaceae/Agathobaculum/Agathobaculum sp1,Firmicutes/Clostridia/Oscillospirales/Butyricicoccaceae/Agathobaculum/Agathobaculum sp1	GPD
uvig_365646	90895	NA	NA	NA	GCA_003481765	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/GCA_000431375.1	GPD
k99_27050_round1256~5727592	NA	NA	NA	NA	NA	NA	mMGE
SRR5947813_119_89534_round347~2082634	NA	NA	NA	NA	NA	NA	mMGE
k141_12435_round13~6154343	NA	NA	NA	NA	NA	NA	mMGE
ERR2855936_141_115633_round1256~899815	NA	NA	NA	NA	NA	NA	mMGE
ERR2855809_141_183052_round1256~169554	NA	NA	NA	NA	NA	NA	mMGE
uvig_114958	21120	NA	NA	NA	NA	NA	GPD
k141_108004_round13~4577731	NA	NA	NA	NA	NA	NA	mMGE
uvig_392116	36261	NA	NA	NA	GCA_003460155,GCA_003471975,GCA_003468965,GCA_003474775,GCA_003469095,GCA_003459595	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis	GPD
k119_100766_round14~794093	NA	NA	NA	NA	NA	NA	mMGE
SRR11236276_141_308434_round1256~3570133	NA	NA	NA	NA	NA	NA	mMGE
uvig_211717	21588	NA	NA	NA	GCA_003463185	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Tyzzerella/Tyzzerella nexilis	GPD
SRR3993060_141_230597_round8-12~3001967	NA	NA	NA	NA	NA	NA	mMGE
SRR10418037_141_6109_round1256~5411158	NA	NA	NA	NA	NA	NA	mMGE
ivig_2233	62333	NA	NA	NA	GCA_003481985,GCA_003481825,GCA_003477935	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/UBA9502/UBA9502,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/UBA9502/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/UBA9502/NA	GPD
uvig_130280	20543	Podoviridae	NA	NA	GCA_003471445	Proteobacteria/Gammaproteobacteria/Betaproteobacteriales/Burkholderiaceae/Dakarella/NA	GPD
ERR260201_119_42915_round347~1439784	NA	NA	NA	NA	NA	NA	mMGE
SRR7495916_141_153377_round1256~3237058	NA	NA	NA	NA	NA	NA	mMGE
k99_58528_round8-12~3240099	NA	NA	NA	NA	NA	NA	mMGE
k141_95715_round8-12~3730417	NA	NA	NA	NA	NA	NA	mMGE
k119_15669_round8-12~3831457	NA	NA	NA	NA	NA	NA	mMGE
uvig_561204	41852	NA	NA	NA	NA	NA	GPD
uvig_441964	40139	NA	NA	NA	GCA_003474785,GCA_003463405,GCA_003462805,GCA_003469405,GCA_003464465,GCA_003467205,21673_4#47	Bacteroidota/Bacteroidia/Bacteroidales/Marinifilaceae/Odoribacter/Odoribacter splanchnicus,Bacteroidota/Bacteroidia/Bacteroidales/Marinifilaceae/Odoribacter/Odoribacter splanchnicus,Bacteroidota/Bacteroidia/Bacteroidales/Marinifilaceae/Odoribacter/Odoribacter splanchnicus,Bacteroidota/Bacteroidia/Bacteroidales/Marinifilaceae/Odoribacter/Odoribacter splanchnicus,Bacteroidota/Bacteroidia/Bacteroidales/Marinifilaceae/Odoribacter/Odoribacter splanchnicus,Bacteroidota/Bacteroidia/Bacteroidales/Marinifilaceae/Odoribacter/Odoribacter splanchnicus,Bacteroidota/Bacteroidia/Bacteroidales/Marinifilaceae/Odoribacter/Odoribacter splanchnicus	GPD
SRR8506036_141_23434_round8-12~1507001	NA	NA	NA	NA	NA	NA	mMGE
k141_71319_round347~5265535	NA	NA	NA	NA	NA	NA	mMGE
SRR8387666_119_31988_round1256~848063	NA	NA	NA	NA	NA	NA	mMGE
SRR8692178_141_74616_round8-12~769592	NA	NA	NA	NA	NA	NA	mMGE
DRR214959_141_2866811_round1256~2070458	NA	NA	NA	NA	NA	NA	mMGE
uvig_94209	13700	Podoviridae	NA	NA	NA	NA	GPD
uvig_384232	19054	NA	NA	NA	13414_6#44,GCA_003438715,GCA_003474555,GCA_003466745,GCA_003470065,GCA_003460385,GCA_003466795,GCA_003474615,GCA_003438175	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis	GPD
SRR3724037_141_102405_round8-12~900874	NA	NA	NA	NA	NA	NA	mMGE
uvig_255240	40095	NA	NA	NA	18391_1#2	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis	GPD
SRR413676_99_58474_round347~1862070	NA	NA	NA	NA	NA	NA	mMGE
uvig_289831	17590	NA	NA	NA	NA	NA	GPD
uvig_330007	27359	NA	NA	NA	NA	NA	GPD
uvig_325741	41110	NA	NA	NA	NA	NA	GPD
uvig_143161	52369	NA	NA	NA	GCA_003435735,GCA_003461025,14207_7#84,GCA_003435835,GCA_003461655,GCA_003435635,GCA_003461065	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea longicatena,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis	GPD
uvig_253504	71780	NA	NA	NA	NA	NA	GPD
ERR1305880_119_22375_round347~1258972	NA	NA	NA	NA	NA	NA	mMGE
uvig_124472	79530	NA	NA	NA	NA	NA	GPD
ivig_2226	42212	NA	NA	NA	GCA_003478225,GCA_003481465,GCA_003461625,GCA_003481895	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus/Coprococcus sp1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus/Coprococcus sp1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus/Coprococcus sp1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus/Coprococcus sp1	GPD
k119_3293_round1256~2146699	NA	NA	NA	NA	NA	NA	mMGE
k141_414_round8-12~2257456	NA	NA	NA	NA	NA	NA	mMGE
uvig_152706	15530	Podoviridae	NA	NA	GCA_003434075,13470_2#95,12718_7#51	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/GCF_000509105.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B sp2,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/GCF_000509105.1	GPD
uvig_233166	41157	NA	NA	NA	GCA_003480345,GCA_003481015	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/GCA_000431375.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/GCA_000431375.1	GPD
uvig_176765	47146	NA	NA	NA	NA	NA	GPD
SRR8133838_141_1091_round1256~733258	NA	NA	NA	NA	NA	NA	mMGE
k79_13477_round8-12~4505666	NA	NA	NA	NA	NA	NA	mMGE
SRR7448293_141_36110_round1256~1955980	NA	NA	NA	NA	NA	NA	mMGE
DRR171637_141_112934_round13~8108928	NA	NA	NA	NA	NA	NA	mMGE
DRR214962_141_10461_round1256~2888207	NA	NA	NA	NA	NA	NA	mMGE
ivig_4188	49934	NA	NA	NA	20298_3#39	Firmicutes/Clostridia/Eubacteriales/Eubacteriaceae/Eubacterium/NA	GPD
k141_113036_round347~1941574	NA	NA	NA	NA	NA	NA	mMGE
SRR10479809_141_59914_round347~4954057	NA	NA	NA	NA	NA	NA	mMGE
uvig_421202	31273	Siphoviridae	NA	NA	GCA_003467855	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M bolteae	GPD
SRR11236244_141_912862_round1256~962693	NA	NA	NA	NA	NA	NA	mMGE
SRR9040468_141_210140_round8-12~965648	NA	NA	NA	NA	NA	NA	mMGE
ivig_40	28372	NA	NA	NA	13470_2#95,12718_7#52,GCF_001244405,GCF_000190355,GCA_003434075	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B sp2,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B fissicatena,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B sp2,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B fissicatena,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/GCF_000509105.1	GPD
uvig_72417	10920	NA	NA	NA	NA	NA	GPD
uvig_157220	203673	NA	NA	NA	NA	NA	GPD
uvig_146546	63927	NA	NA	NA	NA	NA	GPD
SRR8387689_119_136816_round1256~1532259	NA	NA	NA	NA	NA	NA	mMGE
SRR2241216_119_50247_round347~2898353	NA	NA	NA	NA	NA	NA	mMGE
k141_169815_round13~3025888	NA	NA	NA	NA	NA	NA	mMGE
uvig_207321	10696	Podoviridae	NA	NA	GCA_003481465,GCA_003479215,GCA_003461365,13414_6#3	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus/Coprococcus sp1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus/Coprococcus sp1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus/Coprococcus sp1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus/Coprococcus sp1	GPD
SRR5936222_119_11006_round347~4794164	NA	NA	NA	NA	NA	NA	mMGE
uvig_471277	25140	NA	NA	NA	GCA_003475805,GCA_003466285,GCA_003437905,20298_2#6,GCA_003437645	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Hungatella/Hungatella hathewayi_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Hungatella/Hungatella hathewayi_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Hungatella/Hungatella hathewayi_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Hungatella/Hungatella hathewayi_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Hungatella/Hungatella hathewayi_A	GPD
SRR7609833_141_284193_round1256~5751851	NA	NA	NA	NA	NA	NA	mMGE
k141_46957_round13~3214221	NA	NA	NA	NA	NA	NA	mMGE
uvig_592003	40959	NA	NA	NA	GCA_003481745,GCA_003460255,18048_1#94,GCA_003434235,GCA_003435835,18048_2#94,GCA_003461065,GCA_003438925,GCA_003474555,GCA_003436785,GCA_003473445,GCA_003435795,GCA_003438715,GCA_003438965,GCA_003466795,GCA_003438175,GCA_003461025,GCA_003474205,GCA_003466745,GCA_003468065,GCA_003433855,GCA_003460385,GCA_003460265,GCA_003438365	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia/GCA_000436935.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus_A/Coprococcus_A catus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia/GCA_000436935.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus_A/Coprococcus_A catus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis	GPD
uvig_404259	26315	NA	NA	NA	GCA_003471445,GCA_003465185,GCA_003464235	Proteobacteria/Gammaproteobacteria/Betaproteobacteriales/Burkholderiaceae/Dakarella/NA,Proteobacteria/Gammaproteobacteria/Betaproteobacteriales/Burkholderiaceae/Dakarella/NA,Proteobacteria/Gammaproteobacteria/Betaproteobacteriales/Burkholderiaceae/Dakarella/NA	GPD
uvig_550968	30750	NA	NA	NA	NA	NA	GPD
uvig_391696	37804	NA	NA	NA	NA	NA	GPD
CP013336.1__2424685__2014943__2094777|prophage_in_NCBI_complete_prokaryotic_genomes,phage_finder|MVP_viral_cluster	NA	NA	NA	NA	NA	NA	MVP
uvig_426025	12060	NA	NA	NA	GCF_000466465	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eisenbergiella/GCF_000466465.2	GPD
uvig_224077	58697	NA	NA	NA	GCA_003481765,GCA_003478285	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/GCA_000431375.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/GCA_000431375.1	GPD
uvig_245040	31447	NA	NA	NA	NA	NA	GPD
uvig_309628	32074	NA	NA	NA	NA	NA	GPD
uvig_445914	26615	Siphoviridae	NA	NA	NA	NA	GPD
uvig_467792	10819	NA	NA	NA	NA	NA	GPD
k141_91987_round347~162929	NA	NA	NA	NA	NA	NA	mMGE
SRR7285958_141_22021_round1256~5307443	NA	NA	NA	NA	NA	NA	mMGE
uvig_247339	66028	NA	NA	NA	NA	NA	GPD
SRR5866433_119_87277_round347~2497805	NA	NA	NA	NA	NA	NA	mMGE
DRR174593_141_17755_round1256~3415541	NA	NA	NA	NA	NA	NA	mMGE
uvig_316786	18510	NA	NA	NA	NA	NA	GPD
ivig_2289	34389	NA	NA	NA	GCF_000191805,GCA_003603145	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Tyzzerella/Tyzzerella sp1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Tyzzerella/Tyzzerella sp1	GPD
uvig_192059	41381	Myoviridae	NA	NA	GCF_000154365,GCF_001078425,14207_7#48	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M bolteae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M bolteae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eisenbergiella/Eisenbergiella tayi	GPD
uvig_111428	39632	NA	NA	NA	NA	NA	GPD
ivig_4358	51116	NA	NA	NA	8080_1#72	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia/Blautia producta	GPD
uvig_184543	90729	NA	NA	NA	GCA_003461705,GCA_003477415	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Anaerostipes/Anaerostipes hadrus_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Anaerostipes/Anaerostipes hadrus	GPD
uvig_121530	32400	NA	NA	NA	NA	NA	GPD
uvig_127279	61359	NA	NA	NA	13470_2#84,12718_7#79,GCF_001078445,18391_1#2,GCF_000234155,11861_6#93	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis	GPD
k141_105558_round13~8652878	NA	NA	NA	NA	NA	NA	mMGE
SRR10418030_141_2359_round1256~2201626	NA	NA	NA	NA	NA	NA	mMGE
SRR2175723_119_73579_round347~3259826	NA	NA	NA	NA	NA	NA	mMGE
ERR209608_79_23035_round347~1357575	NA	NA	NA	NA	NA	NA	mMGE
k119_118003_round8-12~4366659	NA	NA	NA	NA	NA	NA	mMGE
ivig_3171	47152	NA	NA	NA	GCF_001244405,13470_2#95	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B sp2,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B sp2	GPD
k99_85776_round1256~412937	NA	NA	NA	NA	NA	NA	mMGE
k141_30793_round1256~1431810	NA	NA	NA	NA	NA	NA	mMGE
SRR5818502_141_31669_round347~1564013	NA	NA	NA	NA	NA	NA	mMGE
uvig_248450	40694	NA	NA	NA	GCA_003481825,GCA_003464175,GCA_003470035,GCA_003467725,GCF_000156535	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/UBA9502/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis	GPD
k141_22594_round1256~5273023	NA	NA	NA	NA	NA	NA	mMGE
uvig_491779	27182	NA	NA	NA	NA	NA	GPD
uvig_202698	97815	NA	NA	NA	14207_7#8	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans	GPD
742738.PRJNA46395.ADLO01000127__23488__7205__20177|prophage_in_EMBL_progenomes_representative_genomes,phage_finder|MVP_viral_cluster	NA	NA	NA	NA	NA	NA	MVP
uvig_292747	66392	NA	NA	NA	GCF_000158315	Fusobacteriota/Fusobacteriia/Fusobacteriales/Fusobacteriaceae/Fusobacterium_A/Fusobacterium_A ulcerans	GPD
SRR9108954_141_159744_round8-12~4748302	NA	NA	NA	NA	NA	NA	mMGE
uvig_326897	18895	NA	NA	NA	GCA_003467265,GCA_003458815,GCA_003470035,GCA_003468625,GCA_003458535	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans	GPD
ERR2855841_141_37313_round1256~318895	NA	NA	NA	NA	NA	NA	mMGE
k141_88066_round13~6545479	NA	NA	NA	NA	NA	NA	mMGE
SRR11412728_141_254101_round14~1413555	NA	NA	NA	NA	NA	NA	mMGE
